Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
SORIANA,8365292.56,MXN,OP-339428,"March 22, 2022","October 23, 2024",946
alsea,4390556.56,MXN,OP-146095,2017-06-05,"July 12, 2025",2959
femsa,7611108.23,USD,OP-259535,"May 03, 2016","April 07, 2020",1435
cemex,7554339.85,EUR,OP-652798,2020-09-26,N/A,N/A
alsea,9415007.55,MXN,OP-186850,17-Sep-2019,16/11/2022,1156
banorte,8579721.33,MXN,OP-899783,18-Jul-2020,N/A,N/A
WALMART DE MÉXICO,1986157.02,EUR,OP-377411,18/10/2019,N/A,N/A
soriana,110705.43,EUR,OP-295685,10/05/2024,17-Jul-2025,285
alsea,3416287.33,EUR,OP-585617,"May 22, 2021",N/A,N/A
CEMEX,7449261.97,USD,OP-143364,2016-06-02,03-Oct-2020,1584
AMÉRICA MÓVIL,6861807.32,MXN,OP-578570,05-Jul-2021,2022-01-05,184
liverpool,4533759.82,MXN,OP-469784,"June 04, 2024",N/A,N/A
PEMEX,6849512.5,MXN,OP-483741,"October 17, 2017",07/05/2022,1722
soriana,5657585.82,MXN,OP-751750,2016-06-14,N/A,N/A
cemex,9602325.06,USD,OP-425391,"September 11, 2021",2022-04-20,221
SORIANA,8399610.4,MXN,OP-753737,23/10/2015,N/A,N/A
BANORTE,4121260.93,EUR,OP-376915,"November 22, 2022",N/A,N/A
FEMSA,3248384.6,MXN,OP-286907,26/09/2020,N/A,N/A
GRUPO CARSO,980659.2,EUR,OP-925886,22-Sep-2018,N/A,N/A
liverpool,1516863.6,USD,OP-815444,13/02/2017,22-Aug-2025,3112
femsa,1224481.85,MXN,OP-953891,"August 20, 2016","July 09, 2023",2514
soriana,3447708.15,MXN,OP-422337,15-Jul-2023,N/A,N/A
FEMSA,1890902.36,USD,OP-187293,21-Dec-2018,N/A,N/A
CEMEX,5648740.9,USD,OP-894362,05/01/2017,14-Jul-2023,2265
pemex,721285.95,USD,OP-148107,24-Aug-2024,N/A,N/A
américa móvil,9272547.98,USD,OP-538146,25/07/2021,N/A,N/A
PEMEX,9629235.09,USD,OP-682035,27/01/2022,N/A,N/A
GRUPO CARSO,7402771.69,USD,OP-390735,2017-06-30,2018-05-06,310
FEMSA,6326359.13,MXN,OP-531197,29/01/2017,2023-02-21,2214
AMÉRICA MÓVIL,3768053.32,EUR,OP-459616,"September 22, 2017",18/02/2018,149
PEMEX,1079359.37,USD,OP-811615,22/02/2019,2025-03-13,2211
bbva méxico,7615499.69,USD,OP-725449,"April 09, 2018",02-Mar-2020,693
AMÉRICA MÓVIL,9211008.16,MXN,OP-925897,"June 08, 2016",06/11/2017,368
GRUPO CARSO,920536.21,EUR,OP-431684,21-Jan-2019,N/A,N/A
SORIANA,7234701.3,USD,OP-715667,"November 03, 2020",N/A,N/A
GRUPO CARSO,5481827.91,USD,OP-766385,02/09/2020,N/A,N/A
américa móvil,8700425.32,EUR,OP-948625,22/11/2018,N/A,N/A
pemex,2629596.16,MXN,OP-249972,"May 19, 2024",N/A,N/A
grupo bimbo,4757862.92,EUR,OP-759585,"September 20, 2015",06/05/2019,1354
walmart de méxico,1649173.83,MXN,OP-818161,2025-07-21,N/A,N/A
GRUPO BIMBO,8913167.95,MXN,OP-483289,2024-05-11,N/A,N/A
walmart de méxico,6334359.84,MXN,OP-362154,15/05/2024,N/A,N/A
soriana,7248503.51,EUR,OP-407533,15-Apr-2024,N/A,N/A
grupo carso,6751808.63,EUR,OP-960864,13-Oct-2017,N/A,N/A
PEMEX,3166624.55,USD,OP-261651,19-Oct-2023,N/A,N/A
bbva méxico,1603154.45,MXN,OP-110621,"October 02, 2021",N/A,N/A
américa móvil,6714637.1,EUR,OP-689024,2025-08-19,N/A,N/A
grupo lala,7420889.03,USD,OP-185564,05/11/2019,25-Jun-2019,45
pemex,9670974.38,EUR,OP-315818,07-Jun-2020,"December 27, 2024",1664
cemex,9891633.81,EUR,OP-347541,05-May-2020,N/A,N/A
bbva méxico,4624824.83,USD,OP-949785,06/07/2023,N/A,N/A
banorte,2211553.93,USD,OP-501072,25/07/2023,2024-08-28,400
alsea,2261750.58,USD,OP-350288,2020-01-15,2021-10-24,648
GRUPO CARSO,7091900.55,USD,OP-843481,14/08/2017,N/A,N/A
liverpool,380011.54,EUR,OP-991317,2022-02-21,"July 10, 2022",139
GRUPO MÉXICO,1252627.42,USD,OP-846258,"September 24, 2020",N/A,N/A
ALSEA,8160670.75,MXN,OP-774841,13-Mar-2023,N/A,N/A
grupo méxico,512214.07,USD,OP-653362,2020-12-04,N/A,N/A
BANORTE,3700964.0,USD,OP-740709,"June 07, 2018",N/A,N/A
CEMEX,1516059.77,USD,OP-801689,2020-01-05,2025-03-21,1902
américa móvil,6808159.6,EUR,OP-421115,15-Aug-2021,N/A,N/A
GRUPO BIMBO,4791404.48,USD,OP-474339,29/08/2024,N/A,N/A
WALMART DE MÉXICO,2569547.06,MXN,OP-708456,2020-12-29,N/A,N/A
LIVERPOOL,2130561.17,EUR,OP-188186,"March 16, 2024",N/A,N/A
SORIANA,8478957.32,EUR,OP-899133,"December 16, 2023",27/01/2025,408
BBVA MÉXICO,2559164.99,EUR,OP-564877,22-Jul-2016,2016-09-01,41
GRUPO BIMBO,8522930.43,USD,OP-637478,2019-02-25,26/04/2022,1156
grupo bimbo,294493.49,EUR,OP-924884,05-Mar-2019,14-Jun-2025,2293
cemex,3632152.02,EUR,OP-688663,2020-04-29,2023-04-14,1080
grupo carso,993890.92,MXN,OP-545500,2020-01-09,N/A,N/A
GRUPO BIMBO,1582907.02,MXN,OP-213272,2023-10-09,N/A,N/A
BBVA MÉXICO,3112375.77,MXN,OP-873149,28-Jun-2020,N/A,N/A
FEMSA,5607182.65,EUR,OP-381344,"January 17, 2021",N/A,N/A
cemex,4755124.27,MXN,OP-818226,2019-05-03,N/A,N/A
telmex,332680.2,MXN,OP-960186,08-Jun-2018,"December 12, 2021",1283
femsa,7730311.39,EUR,OP-846071,15/12/2020,N/A,N/A
américa móvil,7719971.37,USD,OP-503913,"July 11, 2023",07-Aug-2025,758
PEMEX,2719798.41,MXN,OP-662890,"October 31, 2023",N/A,N/A
soriana,453808.37,EUR,OP-992422,06-Oct-2018,10-Jul-2024,2104
bbva méxico,194178.15,EUR,OP-207137,09/08/2021,N/A,N/A
grupo lala,5753926.71,MXN,OP-945824,"May 21, 2016",25-May-2018,734
ALSEA,2485582.54,MXN,OP-258118,"January 02, 2016",22/06/2021,1998
soriana,8289413.07,USD,OP-306775,2016-07-28,03/08/2021,1684
grupo lala,4133874.93,USD,OP-354960,"November 24, 2017",N/A,N/A
walmart de méxico,2876263.96,USD,OP-520712,25-Mar-2019,"February 19, 2023",1427
LIVERPOOL,8242774.03,USD,OP-748159,2024-03-18,N/A,N/A
walmart de méxico,7687567.4,USD,OP-744172,2021-06-28,N/A,N/A
grupo bimbo,5044029.07,EUR,OP-737439,04-Jan-2024,N/A,N/A
TELMEX,1595627.34,EUR,OP-183840,"September 17, 2017","June 04, 2025",2817
WALMART DE MÉXICO,1679677.85,MXN,OP-877128,01/03/2024,N/A,N/A
walmart de méxico,4764112.22,MXN,OP-634747,13-Jun-2016,"June 06, 2019",1088
grupo méxico,8455383.79,USD,OP-284915,23-Oct-2017,2020-08-17,1029
FEMSA,1982549.71,MXN,OP-815771,2021-04-11,27-Aug-2021,138
GRUPO LALA,3666242.85,USD,OP-954030,"August 05, 2022",N/A,N/A
telmex,8107710.25,EUR,OP-501606,05/01/2020,N/A,N/A
grupo lala,2202087.17,EUR,OP-528237,2018-07-29,13/08/2025,2572
walmart de méxico,2255544.82,EUR,OP-214330,02/01/2017,"December 09, 2018",676
TELMEX,4718505.85,EUR,OP-505096,2024-09-07,N/A,N/A
grupo lala,8297019.78,USD,OP-449406,"February 21, 2016",2017-10-22,609
soriana,8042101.91,USD,OP-821644,07/09/2017,06/12/2022,1799
PEMEX,3240554.66,USD,OP-588078,2015-11-10,14/06/2022,2408
LIVERPOOL,8392254.47,MXN,OP-256960,2016-11-06,N/A,N/A
pemex,4208659.46,MXN,OP-103875,20-Oct-2020,N/A,N/A
liverpool,255558.79,USD,OP-490018,05/02/2020,N/A,N/A
américa móvil,1049002.98,USD,OP-332325,06-Jul-2022,N/A,N/A
bbva méxico,6160133.57,MXN,OP-674833,31/01/2025,N/A,N/A
FEMSA,4449579.5,MXN,OP-514702,30-Oct-2022,N/A,N/A
BBVA MÉXICO,5388518.95,USD,OP-378599,15-Feb-2018,N/A,N/A
PEMEX,1476962.66,MXN,OP-177276,"July 15, 2017",2017-11-03,111
femsa,9349623.93,EUR,OP-252727,17/03/2018,07-Feb-2022,1423
AMÉRICA MÓVIL,3289476.62,MXN,OP-825258,27/08/2022,N/A,N/A
telmex,9484707.36,EUR,OP-545847,2025-08-14,N/A,N/A
femsa,9016373.15,EUR,OP-975208,17/09/2022,N/A,N/A
liverpool,997640.51,EUR,OP-928343,21-Mar-2020,N/A,N/A
BANORTE,9299755.3,USD,OP-123837,31-Mar-2019,18/09/2022,1267
banorte,4416286.11,USD,OP-420303,17-Oct-2016,N/A,N/A
GRUPO MÉXICO,1650269.05,EUR,OP-993355,13-May-2022,N/A,N/A
CEMEX,3765845.4,MXN,OP-812768,21/09/2019,"April 28, 2025",2046
GRUPO BIMBO,6219878.78,USD,OP-652660,"September 10, 2020",N/A,N/A
AMÉRICA MÓVIL,371662.73,USD,OP-898061,07-Nov-2023,N/A,N/A
grupo bimbo,8336675.34,MXN,OP-138099,31/03/2025,N/A,N/A
TELMEX,9485315.54,MXN,OP-353718,"July 30, 2023",N/A,N/A
LIVERPOOL,8776305.58,USD,OP-949363,"August 15, 2025",N/A,N/A
alsea,9852968.09,EUR,OP-554028,"April 29, 2022",N/A,N/A
TELMEX,2901262.15,MXN,OP-120946,"February 10, 2024",08/09/2024,181
CEMEX,3607276.8,EUR,OP-458685,08/05/2017,08/10/2017,5
grupo lala,5181203.45,MXN,OP-826750,2015-12-02,N/A,N/A
alsea,7430299.56,USD,OP-211258,07-Jan-2025,N/A,N/A
AMÉRICA MÓVIL,5646740.94,USD,OP-252368,2021-09-20,N/A,N/A
WALMART DE MÉXICO,9268161.91,EUR,OP-854541,15-Aug-2023,N/A,N/A
ALSEA,8559272.8,MXN,OP-111468,2023-06-04,N/A,N/A
liverpool,6357944.44,MXN,OP-184289,2021-01-13,N/A,N/A
grupo lala,2654751.67,USD,OP-171522,2016-09-19,"June 07, 2021",1722
GRUPO MÉXICO,3743095.91,USD,OP-452034,07-Jan-2019,22-Sep-2020,624
soriana,3789487.95,USD,OP-642446,2023-04-07,N/A,N/A
walmart de méxico,7172499.6,USD,OP-988634,2017-01-05,"August 08, 2021",1676
grupo bimbo,2244048.98,EUR,OP-313841,"January 11, 2019",N/A,N/A
walmart de méxico,7754951.55,EUR,OP-626015,29/01/2023,2023-07-07,159
PEMEX,2016590.34,USD,OP-526985,"March 21, 2025",N/A,N/A
BANORTE,2812751.77,MXN,OP-548413,"November 19, 2017","April 02, 2018",134
alsea,7797618.11,USD,OP-975056,27/10/2017,"October 23, 2021",1457
pemex,6654744.2,MXN,OP-824051,"May 21, 2016",05/06/2019,1080
bbva méxico,4906094.41,MXN,OP-459515,"February 27, 2024",N/A,N/A
bbva méxico,917194.73,EUR,OP-603943,23-Mar-2017,2018-07-10,474
WALMART DE MÉXICO,191117.48,MXN,OP-415796,2015-10-14,30-Jan-2017,474
GRUPO BIMBO,2219464.62,USD,OP-541151,2022-08-30,N/A,N/A
walmart de méxico,6576867.73,MXN,OP-958751,30-May-2021,N/A,N/A
SORIANA,6115799.99,USD,OP-675838,23/05/2025,N/A,N/A
grupo carso,261027.0,EUR,OP-325334,"January 05, 2016",13/09/2020,1713
telmex,5176717.11,USD,OP-853656,"May 23, 2021",N/A,N/A
liverpool,3096474.76,USD,OP-866208,23/02/2023,N/A,N/A
grupo carso,4661945.0,MXN,OP-510575,2021-11-23,2021-12-21,28
soriana,996013.86,USD,OP-440590,21/10/2020,05-May-2022,561
grupo bimbo,9606402.58,EUR,OP-520588,07/02/2019,N/A,N/A
GRUPO LALA,8002836.41,EUR,OP-816388,"October 22, 2019",10-Nov-2021,750
walmart de méxico,3519246.31,MXN,OP-713553,09/08/2020,10/02/2023,1119
ALSEA,7891343.92,USD,OP-458850,16/04/2017,18/11/2024,2773
telmex,8484378.67,EUR,OP-227898,2022-02-20,"March 01, 2024",740
BANORTE,8432920.99,EUR,OP-170146,"November 07, 2020","December 13, 2024",1497
banorte,3292079.71,USD,OP-136444,03/07/2020,N/A,N/A
GRUPO MÉXICO,8567354.15,USD,OP-624001,18-Jun-2021,2023-11-16,881
ALSEA,3581837.57,USD,OP-309119,02/08/2020,2023-06-04,1212
liverpool,8646841.9,MXN,OP-727393,"June 27, 2021",N/A,N/A
cemex,2404861.17,USD,OP-519141,20/01/2020,"March 07, 2022",777
GRUPO MÉXICO,4183506.13,MXN,OP-327489,09/03/2017,04-May-2019,608
alsea,931606.86,USD,OP-373122,"May 18, 2022",N/A,N/A
GRUPO CARSO,5511302.19,EUR,OP-869104,11-Jun-2020,27/01/2022,595
grupo lala,7738744.69,USD,OP-395611,24/04/2018,N/A,N/A
CEMEX,8838530.67,USD,OP-995596,03/04/2018,2022-01-19,1417
BANORTE,2837677.49,MXN,OP-893276,12-Jan-2025,N/A,N/A
grupo bimbo,9270204.27,EUR,OP-875346,09/03/2024,24-May-2025,263
telmex,3491429.88,MXN,OP-781824,21-Dec-2021,N/A,N/A
BBVA MÉXICO,4748782.57,MXN,OP-574559,"October 09, 2020",N/A,N/A
liverpool,1712334.46,MXN,OP-782004,"February 04, 2022",N/A,N/A
grupo carso,6490573.97,EUR,OP-996883,2025-02-03,N/A,N/A
ALSEA,3754851.8,EUR,OP-544956,2017-08-20,N/A,N/A
pemex,1243611.45,EUR,OP-203227,"September 29, 2021",2025-08-02,1403
alsea,815611.78,USD,OP-910707,27-Apr-2016,03-Oct-2020,1620
BANORTE,8900735.84,EUR,OP-787752,26-Aug-2015,2017-03-29,581
grupo lala,4563216.2,USD,OP-358439,"December 02, 2024",N/A,N/A
GRUPO LALA,2986182.59,MXN,OP-490692,"July 07, 2018",21-Mar-2019,257
cemex,1170076.17,USD,OP-448822,"April 19, 2016",17/06/2023,2615
liverpool,9442343.32,MXN,OP-572254,"June 23, 2024",N/A,N/A
TELMEX,8372476.74,USD,OP-657357,25/12/2020,N/A,N/A
PEMEX,7949725.25,MXN,OP-948116,2018-12-28,"November 22, 2022",1425
GRUPO LALA,9135787.54,USD,OP-758298,17-Oct-2020,"March 17, 2025",1612
SORIANA,3379176.91,MXN,OP-664308,20-Jun-2019,"April 07, 2022",1022
grupo lala,3841311.92,EUR,OP-156511,22/03/2018,"November 15, 2022",1699
LIVERPOOL,273707.34,MXN,OP-471182,22-Jan-2018,N/A,N/A
WALMART DE MÉXICO,1343018.34,USD,OP-789918,"November 29, 2017","May 07, 2025",2716
BBVA MÉXICO,206721.38,MXN,OP-830455,24/09/2020,N/A,N/A
cemex,554321.8,MXN,OP-664960,10/11/2023,N/A,N/A
grupo bimbo,132540.72,EUR,OP-558999,"August 04, 2022",N/A,N/A
alsea,9444008.05,MXN,OP-133992,2024-06-27,N/A,N/A
grupo bimbo,4186455.56,USD,OP-958704,28/10/2024,N/A,N/A
LIVERPOOL,9911736.09,EUR,OP-517044,"August 05, 2016",11/09/2019,1191
liverpool,1341348.7,EUR,OP-156913,2023-08-21,"March 19, 2024",211
grupo carso,8967853.94,MXN,OP-795761,"July 31, 2018",N/A,N/A
femsa,5004883.14,EUR,OP-975099,22/06/2017,"July 27, 2017",35
LIVERPOOL,3145381.63,EUR,OP-352195,29-Mar-2017,29-Aug-2017,153
grupo méxico,3658125.73,USD,OP-762105,"August 31, 2022",N/A,N/A
cemex,4584630.01,USD,OP-897623,25/10/2015,13-Jul-2016,262
FEMSA,9442676.81,MXN,OP-548207,"March 15, 2024",N/A,N/A
GRUPO CARSO,8749184.88,USD,OP-629930,"June 07, 2024",N/A,N/A
bbva méxico,5289828.24,MXN,OP-162845,"March 05, 2020","March 11, 2025",1832
TELMEX,406829.33,MXN,OP-376733,11-Dec-2023,N/A,N/A
LIVERPOOL,4032138.6,MXN,OP-148659,14/03/2016,2024-02-04,2883
WALMART DE MÉXICO,9973356.17,MXN,OP-199591,18-Sep-2020,2021-11-23,431
GRUPO LALA,9125975.04,MXN,OP-381285,2025-03-04,N/A,N/A
GRUPO CARSO,2856759.9,USD,OP-223113,"August 14, 2019","January 31, 2023",1266
WALMART DE MÉXICO,9727591.12,MXN,OP-142812,04-Feb-2025,N/A,N/A
CEMEX,8239293.69,EUR,OP-256199,03-May-2024,N/A,N/A
PEMEX,969356.35,MXN,OP-468749,"March 19, 2020",N/A,N/A
bbva méxico,8703477.41,MXN,OP-315504,05/04/2019,N/A,N/A
BBVA MÉXICO,7678214.7,MXN,OP-284186,17-Oct-2021,N/A,N/A
WALMART DE MÉXICO,996020.18,MXN,OP-842288,2024-04-13,N/A,N/A
américa móvil,5646220.7,MXN,OP-893618,2024-05-25,N/A,N/A
ALSEA,4417451.61,MXN,OP-588529,09-Jul-2019,N/A,N/A
grupo lala,7779409.39,EUR,OP-718590,2018-12-20,N/A,N/A
liverpool,9136391.48,USD,OP-274746,22/01/2024,N/A,N/A
grupo carso,2750689.48,EUR,OP-367648,09/03/2023,N/A,N/A
SORIANA,9172087.24,MXN,OP-446604,2019-09-15,2022-10-26,1137
américa móvil,1578880.29,USD,OP-609141,19/11/2023,"December 08, 2024",385
cemex,5590407.67,EUR,OP-164065,10-May-2019,N/A,N/A
bbva méxico,5930596.72,EUR,OP-815902,"August 09, 2024",N/A,N/A
pemex,9405173.32,EUR,OP-743762,28-Oct-2016,"June 29, 2018",609
pemex,9371607.09,MXN,OP-919972,2018-07-13,N/A,N/A
BBVA MÉXICO,2474472.84,USD,OP-411615,01/12/2015,N/A,N/A
GRUPO MÉXICO,2555071.0,EUR,OP-388076,"August 18, 2022",N/A,N/A
cemex,398541.0,EUR,OP-708819,23/04/2022,N/A,N/A
alsea,7434489.13,USD,OP-226529,2022-01-16,N/A,N/A
PEMEX,8820167.15,USD,OP-858197,19/03/2019,N/A,N/A
FEMSA,7926825.41,MXN,OP-352231,"February 20, 2024",2025-08-04,531
GRUPO MÉXICO,6381329.16,USD,OP-141152,2016-06-29,31/08/2018,793
telmex,606981.86,MXN,OP-977854,25-Jan-2024,04-Mar-2024,39
TELMEX,1377640.5,USD,OP-846464,2017-03-22,N/A,N/A
ALSEA,3896384.13,EUR,OP-473367,27/06/2022,N/A,N/A
GRUPO CARSO,8414687.25,EUR,OP-728682,26-Mar-2018,05/02/2020,768
alsea,3087045.97,MXN,OP-565807,20-Sep-2015,26-Jan-2016,128
PEMEX,2657751.5,USD,OP-858196,25/01/2022,N/A,N/A
bbva méxico,2419445.7,USD,OP-672920,2017-07-13,2021-01-14,1281
FEMSA,8268715.46,USD,OP-394131,2025-06-07,N/A,N/A
TELMEX,7108518.7,MXN,OP-627375,2015-11-29,18/12/2016,385
ALSEA,7282369.14,MXN,OP-716918,"January 22, 2019",N/A,N/A
grupo lala,556978.11,EUR,OP-794070,22-Nov-2019,N/A,N/A
BBVA MÉXICO,9356196.86,EUR,OP-914046,"June 15, 2018",N/A,N/A
américa móvil,4806929.94,USD,OP-177669,17-Sep-2019,N/A,N/A
GRUPO CARSO,9626038.43,USD,OP-230357,"July 01, 2025",N/A,N/A
ALSEA,4443456.85,MXN,OP-196778,2020-09-30,N/A,N/A
GRUPO CARSO,1586272.41,EUR,OP-456096,23-Mar-2025,N/A,N/A
PEMEX,2820000.3,USD,OP-168733,"May 26, 2019",N/A,N/A
GRUPO MÉXICO,8204537.84,USD,OP-596794,12-Jan-2019,"May 08, 2020",482
GRUPO CARSO,3038077.84,MXN,OP-173767,2025-07-09,N/A,N/A
BANORTE,6872256.91,EUR,OP-361437,11-Aug-2020,"June 10, 2021",303
banorte,4654775.41,MXN,OP-569935,"December 23, 2021",N/A,N/A
ALSEA,4923248.44,MXN,OP-156690,13/04/2017,N/A,N/A
ALSEA,2514170.08,MXN,OP-268464,07/08/2017,2023-08-05,2219
grupo bimbo,2879272.49,MXN,OP-160852,2017-06-29,N/A,N/A
GRUPO LALA,6366517.22,MXN,OP-902449,19-Jun-2017,2025-07-23,2956
WALMART DE MÉXICO,4453742.84,EUR,OP-245823,01-Dec-2016,"April 14, 2021",1595
telmex,1359871.65,MXN,OP-802532,2022-06-23,N/A,N/A
LIVERPOOL,528556.82,EUR,OP-988653,2016-10-16,N/A,N/A
banorte,5985837.11,USD,OP-918597,"April 18, 2018",N/A,N/A
GRUPO LALA,2864203.99,MXN,OP-245838,20/08/2017,N/A,N/A
AMÉRICA MÓVIL,2296448.73,MXN,OP-851591,"April 16, 2024",N/A,N/A
ALSEA,429281.82,EUR,OP-275616,2019-09-08,22-Jan-2020,136
SORIANA,4455351.37,USD,OP-940589,2022-10-26,N/A,N/A
FEMSA,6318148.0,EUR,OP-731115,"February 25, 2021",N/A,N/A
BBVA MÉXICO,3698420.45,EUR,OP-587990,15-Jul-2021,N/A,N/A
WALMART DE MÉXICO,3056184.35,USD,OP-912329,26-Oct-2017,N/A,N/A
banorte,2644206.42,MXN,OP-641341,2022-07-02,15/12/2022,166
BBVA MÉXICO,6046121.2,EUR,OP-310564,22-Jun-2025,N/A,N/A
walmart de méxico,410343.23,USD,OP-937713,"April 09, 2019",23/10/2019,197
grupo lala,6864144.74,MXN,OP-691003,28/03/2023,N/A,N/A
banorte,452784.05,MXN,OP-533259,2022-05-25,N/A,N/A
GRUPO BIMBO,2451869.06,MXN,OP-249092,21-Oct-2023,N/A,N/A
GRUPO LALA,6599734.91,USD,OP-613774,21/11/2018,"February 26, 2020",462
CEMEX,7597808.33,EUR,OP-694904,2023-12-06,N/A,N/A
FEMSA,7125570.56,EUR,OP-576054,21-Feb-2019,26/10/2019,247
SORIANA,2019035.2,EUR,OP-280095,22-Nov-2023,N/A,N/A
FEMSA,2427951.69,EUR,OP-830679,18/05/2025,N/A,N/A
GRUPO CARSO,4191799.6,EUR,OP-194102,"April 14, 2023","April 18, 2024",370
grupo méxico,5628198.94,EUR,OP-266587,2021-07-24,N/A,N/A
BANORTE,9712945.9,MXN,OP-516021,07-May-2025,N/A,N/A
BANORTE,9717582.85,EUR,OP-641521,30-Apr-2024,N/A,N/A
grupo bimbo,5491221.44,MXN,OP-296503,23/06/2020,18-Mar-2025,1729
banorte,5343148.92,MXN,OP-228507,"August 16, 2023",N/A,N/A
WALMART DE MÉXICO,3992292.61,USD,OP-114348,2018-02-07,"July 29, 2022",1633
BANORTE,4171358.65,EUR,OP-657424,15/04/2024,N/A,N/A
LIVERPOOL,2951168.22,EUR,OP-887497,2019-05-11,N/A,N/A
FEMSA,3952979.18,USD,OP-896662,2017-03-22,N/A,N/A
AMÉRICA MÓVIL,3641378.97,EUR,OP-632195,"March 08, 2021",N/A,N/A
alsea,9198611.31,EUR,OP-689853,2019-04-03,N/A,N/A
grupo lala,7593081.98,EUR,OP-745074,"June 30, 2017",N/A,N/A
BANORTE,2547949.41,MXN,OP-581370,21-Mar-2020,"October 01, 2021",559
PEMEX,8812193.46,USD,OP-180512,15/10/2022,N/A,N/A
américa móvil,3786584.75,EUR,OP-667702,2021-10-18,N/A,N/A
grupo bimbo,9834354.85,EUR,OP-915142,2023-09-06,2025-05-31,633
CEMEX,3435535.4,USD,OP-368831,2020-12-09,29/01/2022,416
FEMSA,5399432.37,EUR,OP-185180,22-Jul-2021,N/A,N/A
walmart de méxico,9023811.79,MXN,OP-527685,23-Aug-2025,N/A,N/A
GRUPO CARSO,7148550.13,USD,OP-279670,2023-03-25,N/A,N/A
SORIANA,7243973.15,USD,OP-376378,11-Jan-2020,N/A,N/A
AMÉRICA MÓVIL,9638837.93,EUR,OP-424543,12/01/2021,N/A,N/A
CEMEX,3061586.4,EUR,OP-806939,07/04/2016,"January 19, 2019",929
LIVERPOOL,1304065.44,EUR,OP-398936,2022-10-15,N/A,N/A
WALMART DE MÉXICO,9738979.41,MXN,OP-380687,18/01/2019,22-Feb-2022,1131
liverpool,2340485.63,USD,OP-973842,07-Apr-2019,N/A,N/A
soriana,5682693.78,EUR,OP-968683,17/04/2025,N/A,N/A
alsea,1980820.23,EUR,OP-359132,2018-06-22,"November 20, 2024",2343
WALMART DE MÉXICO,9055353.37,EUR,OP-820277,10/05/2021,20-Jun-2023,623
GRUPO CARSO,574219.7,MXN,OP-217276,"July 08, 2017",25-Nov-2019,870
BBVA MÉXICO,5021875.15,EUR,OP-930392,01/03/2017,N/A,N/A
banorte,5376548.15,USD,OP-325217,07/04/2023,N/A,N/A
BANORTE,7538047.57,USD,OP-820569,20/01/2018,"July 03, 2020",895
