Nombre_Empresa,Monto_Credito,Divisa,Operacion,Fecha_Inicio,Fecha_Fin,Plazo
liverpool,5262360.55,EUR,OP-545314,14/01/2021,N/A,N/A
grupo carso,1011072.19,USD,OP-787972,26/08/2020,N/A,N/A
banorte,993911.94,EUR,OP-980473,02-Feb-2024,2024-05-07,95
GRUPO BIMBO,7794304.32,MXN,OP-582909,10-Sep-2015,N/A,N/A
grupo bimbo,2243759.97,USD,OP-203426,"January 31, 2023",04/02/2025,792
walmart de méxico,2063893.65,MXN,OP-920287,"January 19, 2017",N/A,N/A
grupo carso,8150052.09,USD,OP-704566,2025-08-11,N/A,N/A
bbva méxico,6919154.76,USD,OP-159943,2020-08-13,N/A,N/A
grupo méxico,9269418.52,MXN,OP-485823,30-Mar-2019,2022-12-14,1355
grupo lala,4421957.25,EUR,OP-923483,"July 17, 2021",2024-08-16,1126
GRUPO MÉXICO,4908402.8,EUR,OP-431790,05-Feb-2024,N/A,N/A
FEMSA,8656255.08,EUR,OP-294151,"February 10, 2024",N/A,N/A
banorte,3720850.21,MXN,OP-904367,"November 29, 2022",N/A,N/A
banorte,1185887.15,USD,OP-592442,2020-12-15,N/A,N/A
GRUPO MÉXICO,9458701.2,EUR,OP-653618,11/12/2015,N/A,N/A
alsea,4398570.82,MXN,OP-230707,06-Jul-2025,N/A,N/A
grupo bimbo,6270686.11,USD,OP-725821,2017-02-12,02-Feb-2018,355
femsa,8380074.24,MXN,OP-823200,2017-02-10,2018-06-06,481
grupo carso,1947575.97,MXN,OP-516641,"December 15, 2017",02-Feb-2020,779
TELMEX,5154327.78,USD,OP-895476,12-Nov-2018,09-Feb-2019,89
banorte,9599270.04,USD,OP-142510,13-Mar-2025,N/A,N/A
BANORTE,3696849.04,EUR,OP-106976,06-Sep-2024,N/A,N/A
GRUPO CARSO,9937747.87,USD,OP-972018,"April 18, 2021",16-Jul-2023,819
TELMEX,3678270.6,MXN,OP-743556,2022-07-09,N/A,N/A
GRUPO CARSO,370530.69,EUR,OP-929639,2020-01-25,"September 08, 2023",1322
grupo carso,6352332.85,USD,OP-439187,02-Feb-2017,"September 06, 2020",1312
GRUPO BIMBO,1400369.94,USD,OP-436270,2021-03-01,28/03/2024,1123
BANORTE,9955871.38,EUR,OP-931764,22-Jul-2022,N/A,N/A
liverpool,5717157.46,USD,OP-101329,16-Sep-2016,N/A,N/A
BBVA MÉXICO,7414289.57,EUR,OP-890095,25-Dec-2020,N/A,N/A
PEMEX,5067768.08,MXN,OP-150281,25-Jun-2022,08-Jul-2023,378
telmex,5292580.62,EUR,OP-693181,2018-12-19,N/A,N/A
CEMEX,3733817.28,EUR,OP-567574,12-Dec-2016,N/A,N/A
GRUPO CARSO,2415598.85,USD,OP-494414,24/01/2025,N/A,N/A
américa móvil,1986323.72,USD,OP-209984,29/09/2022,N/A,N/A
banorte,947176.01,USD,OP-536031,"January 06, 2016",N/A,N/A
grupo méxico,3449567.79,EUR,OP-386132,2017-09-25,10/12/2024,2574
bbva méxico,2025284.21,EUR,OP-759474,"May 15, 2023",N/A,N/A
FEMSA,5852135.78,EUR,OP-693715,12/08/2021,N/A,N/A
banorte,2377547.55,EUR,OP-322596,16/12/2020,N/A,N/A
WALMART DE MÉXICO,9928580.71,USD,OP-305729,2024-11-04,N/A,N/A
LIVERPOOL,6467300.71,USD,OP-208918,2025-07-21,N/A,N/A
grupo bimbo,1020897.1,EUR,OP-502426,02-Mar-2021,N/A,N/A
BANORTE,1381018.45,USD,OP-222462,"December 27, 2015","August 31, 2024",3170
FEMSA,605808.54,MXN,OP-919868,31/03/2024,N/A,N/A
telmex,9631767.91,USD,OP-229150,02/06/2025,N/A,N/A
telmex,5959075.06,MXN,OP-591064,2019-09-01,2020-05-19,261
soriana,9827201.35,MXN,OP-401343,11-Aug-2022,"August 02, 2024",722
SORIANA,8434188.26,EUR,OP-452726,"April 22, 2018",18/05/2022,1487
PEMEX,5884510.09,MXN,OP-724700,2020-12-09,N/A,N/A
GRUPO LALA,1440825.63,MXN,OP-560630,27/09/2023,N/A,N/A
telmex,9988263.61,USD,OP-723002,08/09/2018,N/A,N/A
grupo lala,5017394.84,EUR,OP-807980,2019-01-14,N/A,N/A
walmart de méxico,2857650.96,USD,OP-680173,"January 30, 2022",N/A,N/A
SORIANA,6336305.91,EUR,OP-900186,"August 11, 2021",N/A,N/A
cemex,8411056.2,MXN,OP-103178,13/07/2022,N/A,N/A
PEMEX,9940429.54,MXN,OP-973110,12-Aug-2024,N/A,N/A
FEMSA,1953937.28,EUR,OP-392962,2020-08-11,"July 23, 2022",711
FEMSA,9293390.27,USD,OP-659055,24-Apr-2019,N/A,N/A
CEMEX,3394250.52,USD,OP-903348,25/12/2019,24-Dec-2022,1095
pemex,4757641.62,USD,OP-284059,15-Apr-2020,N/A,N/A
grupo bimbo,7555857.99,MXN,OP-494135,"November 20, 2021",N/A,N/A
FEMSA,2545401.2,USD,OP-587822,2024-10-18,N/A,N/A
GRUPO BIMBO,3685947.14,USD,OP-584559,2025-04-25,2025-06-19,55
GRUPO MÉXICO,1669458.54,EUR,OP-360777,2024-10-30,N/A,N/A
BANORTE,9911502.83,USD,OP-362770,11/09/2018,N/A,N/A
grupo méxico,6987159.52,EUR,OP-500025,2021-10-10,N/A,N/A
GRUPO BIMBO,7561148.52,MXN,OP-325832,22-Oct-2019,N/A,N/A
ALSEA,4194841.58,EUR,OP-599120,"February 18, 2020",2021-06-24,492
TELMEX,4922524.19,MXN,OP-140058,"June 03, 2022",N/A,N/A
femsa,1430808.18,MXN,OP-648323,25/11/2022,N/A,N/A
PEMEX,9696046.06,USD,OP-353082,02/02/2016,2020-11-05,1738
PEMEX,6967532.82,USD,OP-924334,30-Jul-2024,N/A,N/A
BBVA MÉXICO,4980837.07,USD,OP-360148,27-Jan-2017,23-Apr-2018,451
GRUPO CARSO,8720524.63,USD,OP-605785,07-Feb-2024,N/A,N/A
TELMEX,8059356.95,EUR,OP-741770,2024-05-22,N/A,N/A
femsa,1257543.13,EUR,OP-224493,2021-05-14,N/A,N/A
LIVERPOOL,628409.4,USD,OP-168785,06-Aug-2023,N/A,N/A
BANORTE,4143655.13,MXN,OP-626046,2019-01-12,N/A,N/A
telmex,3372217.35,MXN,OP-462339,2024-09-10,N/A,N/A
grupo lala,897816.23,MXN,OP-852628,16/04/2016,06-Dec-2019,1329
soriana,3058791.12,EUR,OP-210471,06-Oct-2020,25/11/2020,50
banorte,756305.47,USD,OP-819491,2019-07-22,13-Dec-2021,875
GRUPO CARSO,1338254.06,MXN,OP-551228,25/05/2025,N/A,N/A
grupo bimbo,6281747.72,USD,OP-252198,26/01/2016,N/A,N/A
grupo bimbo,2783125.83,USD,OP-262759,"February 16, 2018",18/05/2023,1917
liverpool,2942051.35,MXN,OP-263980,"January 19, 2020",N/A,N/A
AMÉRICA MÓVIL,611460.37,MXN,OP-289609,"March 22, 2025",N/A,N/A
liverpool,9323262.93,EUR,OP-361341,"June 23, 2020","September 12, 2023",1176
telmex,1787006.17,MXN,OP-974238,"March 04, 2019",2023-07-16,1595
GRUPO BIMBO,6645866.05,EUR,OP-568697,11-Dec-2023,N/A,N/A
GRUPO BIMBO,2827685.81,MXN,OP-629226,30-Mar-2024,N/A,N/A
soriana,3959919.71,USD,OP-535432,"June 06, 2017",24/03/2019,656
soriana,3348886.98,USD,OP-243309,26-Feb-2022,19-Jul-2025,1239
CEMEX,3929277.27,MXN,OP-618307,2023-01-23,"October 12, 2024",628
ALSEA,230767.05,EUR,OP-323355,27/11/2016,"May 21, 2021",1636
TELMEX,7745038.13,MXN,OP-270940,13/12/2022,N/A,N/A
GRUPO CARSO,6165865.36,USD,OP-150946,04/01/2021,N/A,N/A
américa móvil,2127086.13,EUR,OP-609904,"October 21, 2021",01/02/2022,73
WALMART DE MÉXICO,1528517.08,USD,OP-490815,"June 27, 2022",2023-12-22,543
TELMEX,8750226.16,MXN,OP-806247,"March 14, 2017",09/05/2023,2366
AMÉRICA MÓVIL,2316976.96,EUR,OP-700196,11/04/2022,N/A,N/A
alsea,4355437.14,MXN,OP-259387,"May 04, 2017","June 17, 2022",1870
FEMSA,8196918.71,EUR,OP-516831,"January 01, 2022",10-Nov-2024,1044
telmex,6565121.08,USD,OP-115051,18-Jun-2019,N/A,N/A
cemex,8707735.57,USD,OP-703547,2024-09-19,N/A,N/A
walmart de méxico,3978839.7,USD,OP-722990,"October 21, 2024",N/A,N/A
BANORTE,8565374.68,EUR,OP-474751,2018-12-07,02/09/2021,795
BBVA MÉXICO,8306394.74,EUR,OP-940109,"October 06, 2018",15-May-2023,1682
soriana,6356779.84,USD,OP-769794,"August 05, 2020",05/12/2023,1010
liverpool,9450695.55,MXN,OP-705706,2018-06-07,14-Feb-2019,252
LIVERPOOL,5094447.13,EUR,OP-492641,07/06/2022,N/A,N/A
GRUPO CARSO,7750855.52,MXN,OP-685347,"March 04, 2020",N/A,N/A
grupo bimbo,5227768.03,MXN,OP-693495,08/10/2016,27-Nov-2022,2300
cemex,1242403.39,USD,OP-126776,12-Jun-2017,2020-03-22,1014
telmex,4198158.24,MXN,OP-574821,24-Jul-2021,2024-12-17,1242
FEMSA,3885107.62,USD,OP-501246,22/03/2021,"August 05, 2021",136
BANORTE,6605643.86,EUR,OP-529307,"June 17, 2023",N/A,N/A
ALSEA,3268136.49,MXN,OP-970752,"December 09, 2022",N/A,N/A
ALSEA,766905.26,MXN,OP-311766,12/06/2021,N/A,N/A
alsea,6081274.35,MXN,OP-176361,2024-01-20,N/A,N/A
AMÉRICA MÓVIL,2768826.93,EUR,OP-618065,"September 29, 2018",N/A,N/A
liverpool,8004100.4,EUR,OP-555523,"June 13, 2020",22-Jun-2022,739
BBVA MÉXICO,392725.43,EUR,OP-499107,23-Apr-2019,01-May-2022,1104
grupo méxico,335342.35,MXN,OP-420320,2019-11-11,22-Jun-2023,1319
GRUPO LALA,6817432.12,USD,OP-362064,"December 24, 2019",N/A,N/A
alsea,8713298.64,USD,OP-205629,11-Oct-2023,03-Mar-2024,144
grupo lala,490905.32,USD,OP-256518,19-Apr-2018,N/A,N/A
pemex,6845265.99,MXN,OP-130878,31-Mar-2021,N/A,N/A
banorte,5502585.86,EUR,OP-524017,"September 30, 2017",N/A,N/A
américa móvil,7471313.74,EUR,OP-226790,28-Jun-2022,N/A,N/A
walmart de méxico,777506.26,USD,OP-413603,27/10/2020,N/A,N/A
femsa,3098230.25,EUR,OP-372809,13-Feb-2019,N/A,N/A
LIVERPOOL,3445733.3,MXN,OP-195267,2018-12-17,N/A,N/A
pemex,8428205.95,EUR,OP-721699,2022-03-07,N/A,N/A
PEMEX,1380641.75,MXN,OP-790874,2022-07-13,N/A,N/A
GRUPO LALA,6124953.18,EUR,OP-470286,28-Sep-2021,04/04/2024,919
GRUPO LALA,7965025.07,MXN,OP-552911,17/01/2022,N/A,N/A
bbva méxico,5829367.24,USD,OP-259054,16/09/2020,N/A,N/A
banorte,1170780.1,EUR,OP-883059,"December 14, 2016",N/A,N/A
AMÉRICA MÓVIL,273777.74,USD,OP-523181,30-Jan-2021,14-Aug-2021,196
grupo méxico,4647081.45,MXN,OP-711088,14-May-2018,N/A,N/A
SORIANA,1994935.66,MXN,OP-527094,21-Nov-2019,N/A,N/A
GRUPO MÉXICO,2915738.21,MXN,OP-410221,2024-03-08,N/A,N/A
BBVA MÉXICO,7622788.65,USD,OP-153759,07/09/2020,N/A,N/A
walmart de méxico,405167.51,EUR,OP-175383,12/10/2019,N/A,N/A
GRUPO MÉXICO,4357693.43,MXN,OP-992871,"January 10, 2016",28-Mar-2019,1173
GRUPO CARSO,9040958.53,MXN,OP-813356,14-Feb-2022,N/A,N/A
bbva méxico,6811310.04,MXN,OP-739584,11/04/2020,N/A,N/A
SORIANA,7893151.4,USD,OP-628901,2016-10-27,N/A,N/A
BANORTE,9906464.48,MXN,OP-881455,2023-03-01,N/A,N/A
WALMART DE MÉXICO,7702756.97,MXN,OP-781273,17/04/2025,N/A,N/A
GRUPO BIMBO,9940271.09,USD,OP-114418,2018-02-27,2023-03-11,1838
AMÉRICA MÓVIL,6362285.35,EUR,OP-132954,31-Oct-2015,"January 24, 2017",451
ALSEA,117269.48,USD,OP-259289,2015-11-23,N/A,N/A
GRUPO LALA,4609861.6,USD,OP-641593,15/04/2021,2022-02-14,305
SORIANA,784241.34,USD,OP-683361,2024-05-14,N/A,N/A
BANORTE,6699875.99,MXN,OP-345509,31/12/2023,N/A,N/A
SORIANA,9411107.94,USD,OP-494086,2022-08-21,N/A,N/A
telmex,6020472.19,MXN,OP-992458,2022-11-11,22-Dec-2022,41
femsa,8365658.35,EUR,OP-661381,2016-05-10,2021-04-20,1806
FEMSA,3528449.73,EUR,OP-511229,03/12/2017,"November 01, 2022",2060
ALSEA,8803438.42,MXN,OP-408317,"March 07, 2021",N/A,N/A
grupo bimbo,810819.04,EUR,OP-115881,19/06/2022,N/A,N/A
bbva méxico,1168912.3,USD,OP-433080,01/05/2024,N/A,N/A
CEMEX,4195461.21,USD,OP-270608,"September 30, 2015",25/09/2022,2552
femsa,9434647.05,USD,OP-625875,19-May-2017,N/A,N/A
BBVA MÉXICO,2282272.58,EUR,OP-397648,04/07/2016,13/11/2024,3142
liverpool,7946683.5,MXN,OP-456214,16-Feb-2024,N/A,N/A
AMÉRICA MÓVIL,9069325.15,MXN,OP-113535,09/06/2020,N/A,N/A
CEMEX,6133579.01,USD,OP-799614,30-Sep-2018,2022-09-19,1450
ALSEA,2141546.96,USD,OP-880819,2018-11-16,24-Nov-2023,1834
grupo méxico,4092465.18,EUR,OP-952123,2022-07-10,N/A,N/A
grupo lala,6689998.06,USD,OP-952935,"October 21, 2017",24/04/2022,1646
grupo bimbo,6478416.2,USD,OP-128130,"June 09, 2024",N/A,N/A
LIVERPOOL,8501593.63,USD,OP-424907,15/05/2020,N/A,N/A
CEMEX,7267228.77,MXN,OP-874109,"July 29, 2024",N/A,N/A
banorte,7612826.91,EUR,OP-505952,2017-06-13,N/A,N/A
grupo bimbo,1454450.93,EUR,OP-946862,"May 05, 2024",N/A,N/A
GRUPO CARSO,823692.32,EUR,OP-848409,"December 15, 2016",15-Jul-2023,2403
GRUPO MÉXICO,6848334.87,EUR,OP-476705,23-Aug-2021,N/A,N/A
soriana,3880611.11,MXN,OP-342616,02/11/2022,N/A,N/A
AMÉRICA MÓVIL,5276555.22,EUR,OP-864069,2020-10-15,N/A,N/A
LIVERPOOL,9716714.54,EUR,OP-929649,24/04/2019,N/A,N/A
bbva méxico,2365968.55,MXN,OP-266126,"July 07, 2017",N/A,N/A
AMÉRICA MÓVIL,6342763.4,MXN,OP-111470,2021-03-31,N/A,N/A
WALMART DE MÉXICO,9456635.85,MXN,OP-409150,"February 21, 2023",N/A,N/A
grupo méxico,9689755.98,MXN,OP-596359,"October 23, 2016",N/A,N/A
BANORTE,436961.94,MXN,OP-507893,"May 19, 2022",N/A,N/A
soriana,2845365.64,EUR,OP-644331,16/10/2018,2025-07-14,2463
pemex,189982.42,MXN,OP-754904,2022-10-13,N/A,N/A
GRUPO BIMBO,1621306.07,MXN,OP-458019,2020-02-02,N/A,N/A
grupo bimbo,5600796.6,EUR,OP-643860,21/05/2021,03-Oct-2021,135
GRUPO LALA,736387.99,MXN,OP-316054,2021-01-09,N/A,N/A
GRUPO MÉXICO,594597.63,USD,OP-747824,2015-09-27,N/A,N/A
soriana,6886293.42,MXN,OP-921442,2024-10-13,N/A,N/A
pemex,2178045.47,EUR,OP-392226,2016-04-07,N/A,N/A
banorte,7839651.05,USD,OP-593512,2023-09-09,N/A,N/A
PEMEX,5149863.97,EUR,OP-939819,2018-07-19,2022-02-25,1317
walmart de méxico,1428592.39,EUR,OP-590152,16-Feb-2020,"July 25, 2022",890
américa móvil,3503325.96,EUR,OP-187361,"February 19, 2021",N/A,N/A
LIVERPOOL,2575498.92,EUR,OP-260795,29-Aug-2017,2025-03-04,2744
GRUPO LALA,8192566.34,EUR,OP-311643,2016-07-11,"March 21, 2020",1349
femsa,4031192.2,MXN,OP-374963,22-Nov-2021,N/A,N/A
ALSEA,1302202.03,MXN,OP-831195,10-Apr-2024,N/A,N/A
WALMART DE MÉXICO,3771985.27,USD,OP-904663,2025-01-30,N/A,N/A
GRUPO BIMBO,5920603.95,EUR,OP-349274,"November 03, 2024",N/A,N/A
BBVA MÉXICO,155539.0,MXN,OP-966298,06/12/2017,N/A,N/A
alsea,8048128.96,USD,OP-596284,02-Sep-2016,N/A,N/A
pemex,273813.59,MXN,OP-306227,"February 26, 2017",N/A,N/A
soriana,729482.1,MXN,OP-617342,12/09/2021,N/A,N/A
BANORTE,579434.44,MXN,OP-868101,"March 06, 2023",N/A,N/A
alsea,7852138.11,USD,OP-710033,20-Mar-2024,N/A,N/A
américa móvil,1408087.41,EUR,OP-657212,12-Mar-2021,N/A,N/A
soriana,3156228.83,EUR,OP-281574,05-Jul-2021,"January 01, 2025",1276
cemex,7564309.68,EUR,OP-872137,"January 01, 2020",2022-03-25,814
cemex,5965424.76,EUR,OP-731021,08-Feb-2022,N/A,N/A
grupo bimbo,8305825.73,USD,OP-818906,2023-10-11,N/A,N/A
TELMEX,7006110.81,MXN,OP-987414,10/02/2023,N/A,N/A
grupo bimbo,1713998.23,MXN,OP-619917,05/02/2016,14/05/2021,1838
TELMEX,3990491.66,MXN,OP-631176,17-Oct-2023,N/A,N/A
américa móvil,3791221.93,USD,OP-546558,"October 27, 2015",N/A,N/A
LIVERPOOL,8098831.02,EUR,OP-143221,"October 20, 2024",N/A,N/A
grupo carso,8602179.46,MXN,OP-159131,20-Oct-2023,N/A,N/A
grupo carso,7762287.24,USD,OP-345500,14-Apr-2021,N/A,N/A
liverpool,4281905.39,MXN,OP-955377,24/01/2024,22-Feb-2025,395
PEMEX,7721158.06,MXN,OP-178388,2020-02-05,N/A,N/A
GRUPO BIMBO,6556388.9,MXN,OP-918254,"March 15, 2022",N/A,N/A
pemex,9276978.0,MXN,OP-469472,19-May-2021,N/A,N/A
GRUPO MÉXICO,8575017.45,USD,OP-169406,"June 02, 2018","April 27, 2025",2521
GRUPO MÉXICO,1118238.67,EUR,OP-542458,2023-01-20,N/A,N/A
GRUPO CARSO,8460164.81,USD,OP-779689,03-Nov-2019,"February 07, 2021",462
GRUPO MÉXICO,7816211.37,EUR,OP-632700,2022-10-15,N/A,N/A
AMÉRICA MÓVIL,5923885.08,EUR,OP-477862,22-Dec-2016,N/A,N/A
SORIANA,9037270.73,USD,OP-805571,2024-09-05,N/A,N/A
PEMEX,1636959.19,USD,OP-177503,27-Sep-2015,N/A,N/A
walmart de méxico,7741759.64,MXN,OP-805247,"November 15, 2023",N/A,N/A
grupo lala,3921773.71,EUR,OP-255527,07/11/2019,N/A,N/A
telmex,2815625.29,MXN,OP-380559,2021-07-26,N/A,N/A
bbva méxico,7424887.12,MXN,OP-202531,20-Sep-2023,N/A,N/A
walmart de méxico,2343049.26,MXN,OP-751507,01/01/2019,N/A,N/A
pemex,6925538.01,USD,OP-115758,"August 12, 2023",N/A,N/A
TELMEX,8729581.02,USD,OP-933502,18/08/2019,"May 09, 2020",265
PEMEX,9582093.53,MXN,OP-300523,2015-10-02,2023-06-20,2818
grupo carso,8252188.57,EUR,OP-809699,03-Nov-2015,04-Feb-2021,1920
AMÉRICA MÓVIL,7721620.66,EUR,OP-645577,2020-06-14,N/A,N/A
femsa,4693385.15,EUR,OP-100344,06-Feb-2022,N/A,N/A
grupo bimbo,7889224.36,USD,OP-558972,"September 13, 2024",N/A,N/A
bbva méxico,5106623.55,EUR,OP-565931,2025-05-17,N/A,N/A
liverpool,7622576.6,USD,OP-323307,2018-05-16,11/12/2024,2372
GRUPO LALA,4532491.49,USD,OP-219748,05/05/2025,N/A,N/A
TELMEX,7725777.98,MXN,OP-595119,"June 05, 2023",N/A,N/A
cemex,5696430.44,USD,OP-801105,2019-03-05,03/01/2021,727
bbva méxico,6876982.67,MXN,OP-575680,2021-07-05,N/A,N/A
américa móvil,4979684.14,EUR,OP-280024,27-Sep-2015,18/08/2023,2882
LIVERPOOL,4368864.91,EUR,OP-403223,"August 28, 2015",N/A,N/A
GRUPO LALA,5230511.25,EUR,OP-649626,18/09/2020,02/02/2025,1598
ALSEA,1816025.26,EUR,OP-651585,25/02/2022,N/A,N/A
walmart de méxico,5588441.83,USD,OP-846546,05-May-2018,02-Apr-2025,2524
SORIANA,8696285.95,USD,OP-913081,04/02/2017,02-Sep-2020,1249
cemex,6590364.34,USD,OP-704537,15-Jan-2016,N/A,N/A
cemex,2167395.77,EUR,OP-600524,07/05/2020,N/A,N/A
BBVA MÉXICO,636874.91,USD,OP-686999,16/04/2022,N/A,N/A
grupo bimbo,5257371.07,MXN,OP-576856,2025-06-15,N/A,N/A
BBVA MÉXICO,1216388.71,MXN,OP-753234,03/10/2019,20-Nov-2021,986
BBVA MÉXICO,3306324.25,MXN,OP-246092,13-Aug-2024,N/A,N/A
ALSEA,4796257.71,EUR,OP-569321,2023-07-09,N/A,N/A
GRUPO BIMBO,4993566.21,USD,OP-111647,18/10/2020,N/A,N/A
GRUPO MÉXICO,3676899.47,MXN,OP-504015,24/11/2021,N/A,N/A
grupo méxico,2419998.57,MXN,OP-754467,05-Jun-2017,2024-01-08,2408
banorte,470403.79,EUR,OP-679109,05-Jun-2024,N/A,N/A
BANORTE,8786304.73,EUR,OP-436064,18-Feb-2024,N/A,N/A
ALSEA,5317155.38,USD,OP-847108,"January 04, 2023",N/A,N/A
grupo lala,741408.0,MXN,OP-124475,18-May-2016,N/A,N/A
GRUPO LALA,3166503.33,EUR,OP-738875,"November 02, 2020",N/A,N/A
grupo méxico,2147875.87,USD,OP-817371,26-Jul-2018,N/A,N/A
walmart de méxico,2879941.21,EUR,OP-258744,2017-09-05,N/A,N/A
walmart de méxico,667492.26,USD,OP-213894,03/07/2023,N/A,N/A
GRUPO CARSO,9621735.11,MXN,OP-156428,2022-08-26,N/A,N/A
GRUPO CARSO,7441880.19,EUR,OP-574932,2015-12-12,12/03/2019,1452
grupo lala,8372961.83,EUR,OP-499907,2025-03-29,N/A,N/A
grupo carso,7531814.02,EUR,OP-578914,25-Nov-2019,N/A,N/A
bbva méxico,6730898.0,EUR,OP-195667,2024-10-19,N/A,N/A
GRUPO BIMBO,6178191.32,MXN,OP-550102,12-Feb-2025,N/A,N/A
BBVA MÉXICO,1281323.97,EUR,OP-982983,29/07/2020,2021-04-03,248
GRUPO LALA,5913942.61,MXN,OP-909266,13-Jun-2017,2023-06-12,2190
grupo bimbo,9609864.93,MXN,OP-805624,2022-03-14,N/A,N/A
CEMEX,2608154.38,USD,OP-619839,28/08/2016,"May 08, 2022",2079
TELMEX,9438127.27,MXN,OP-948879,"February 17, 2022","December 06, 2023",657
TELMEX,5360951.62,MXN,OP-186975,15-May-2016,06-Oct-2017,509
SORIANA,5830596.7,MXN,OP-404942,2018-06-22,N/A,N/A
bbva méxico,6864054.4,MXN,OP-581270,01-Oct-2020,04-Jun-2022,611
CEMEX,5669370.22,EUR,OP-200013,"March 26, 2017",N/A,N/A
ALSEA,828118.23,MXN,OP-328925,2023-08-24,N/A,N/A
TELMEX,4970588.3,MXN,OP-813760,06-Mar-2024,N/A,N/A
bbva méxico,2526028.2,USD,OP-859230,11/01/2021,N/A,N/A
WALMART DE MÉXICO,7705010.03,USD,OP-638508,"October 03, 2018",2019-10-29,391
walmart de méxico,6863622.2,MXN,OP-548441,15/09/2018,N/A,N/A
